show_id,type,title,director,country,date_added,release_year,rating,duration,listed_in,description
s2333,TV Show,Title_1333,Sanjay Leela Bhansali,United Kingdom,3/16/2021,2007,TV-G,4 Seasons,Comedy,A comedy themed tv show exploring unique stories.
s2334,TV Show,Title_1334,Sanjay Leela Bhansali,India,3/18/2016,2024,TV-MA,8 Seasons,Romance,A romance themed tv show exploring unique stories.
s2335,TV Show,Title_1335,Raj Kumar,United Kingdom,6/20/2021,2012,PG-13,2 Seasons,Documentary,A documentary themed tv show exploring unique stories.
s2336,Movie,Title_1336,Anurag Kashyap,United States,2/2/2021,2005,TV-MA,152 min,Thriller,A thriller themed movie exploring unique stories.
s2337,TV Show,Title_1337,Unknown,Canada,3/25/2021,2005,PG-13,4 Seasons,Drama,A drama themed tv show exploring unique stories.
s2338,TV Show,Title_1338,Unknown,Canada,9/23/2019,2023,R,3 Seasons,Romance,A romance themed tv show exploring unique stories.
s2339,TV Show,Title_1339,Raj Kumar,Canada,6/29/2020,2020,TV-G,7 Seasons,Thriller,A thriller themed tv show exploring unique stories.
s2340,Movie,Title_1340,Zoya Akhtar,United States,8/23/2019,2002,TV-MA,122 min,Action,A action themed movie exploring unique stories.
s2341,TV Show,Title_1341,Raj Kumar,United Kingdom,9/24/2015,2002,R,4 Seasons,Romance,A romance themed tv show exploring unique stories.
s2342,Movie,Title_1342,Zoya Akhtar,Japan,12/27/2022,2012,TV-G,154 min,Thriller,A thriller themed movie exploring unique stories.
s2343,Movie,Title_1343,Zoya Akhtar,United Kingdom,4/17/2017,2021,PG-13,138 min,Romance,A romance themed movie exploring unique stories.
s2344,Movie,Title_1344,Christopher Nolan,India,6/12/2024,2001,TV-G,102 min,Comedy,A comedy themed movie exploring unique stories.
s2345,Movie,Title_1345,Unknown,South Korea,5/3/2016,2015,R,120 min,Documentary,A documentary themed movie exploring unique stories.
s2346,Movie,Title_1346,Sanjay Leela Bhansali,Canada,12/2/2016,2021,TV-MA,124 min,Thriller,A thriller themed movie exploring unique stories.
s2347,Movie,Title_1347,Zoya Akhtar,United Kingdom,11/17/2016,2005,TV-MA,156 min,Documentary,A documentary themed movie exploring unique stories.
s2348,TV Show,Title_1348,Christopher Nolan,Japan,3/15/2024,2007,TV-G,1 Seasons,Comedy,A comedy themed tv show exploring unique stories.
s2349,Movie,Title_1349,Unknown,India,9/22/2017,2022,R,130 min,Comedy,A comedy themed movie exploring unique stories.
s2350,TV Show,Title_1350,Sanjay Leela Bhansali,United States,12/23/2015,2007,TV-14,2 Seasons,Documentary,A documentary themed tv show exploring unique stories.
s2351,TV Show,Title_1351,Zoya Akhtar,United States,5/21/2017,2024,PG-13,2 Seasons,Thriller,A thriller themed tv show exploring unique stories.
s2352,Movie,Title_1352,Zoya Akhtar,Japan,5/27/2020,2005,PG-13,106 min,Documentary,A documentary themed movie exploring unique stories.
s2353,TV Show,Title_1353,Raj Kumar,India,3/1/2021,2013,R,7 Seasons,Documentary,A documentary themed tv show exploring unique stories.
s2354,TV Show,Title_1354,Raj Kumar,Canada,12/29/2023,2002,TV-14,5 Seasons,Drama,A drama themed tv show exploring unique stories.
s2355,TV Show,Title_1355,Unknown,United Kingdom,7/5/2016,2009,TV-MA,8 Seasons,Thriller,A thriller themed tv show exploring unique stories.
s2356,TV Show,Title_1356,Sanjay Leela Bhansali,India,12/16/2019,2002,PG,3 Seasons,Drama,A drama themed tv show exploring unique stories.
s2357,Movie,Title_1357,Zoya Akhtar,United States,11/19/2015,2011,PG,167 min,Romance,A romance themed movie exploring unique stories.
s2358,TV Show,Title_1358,Unknown,Japan,3/26/2022,2016,R,4 Seasons,Documentary,A documentary themed tv show exploring unique stories.
s2359,Movie,Title_1359,Unknown,Japan,2/6/2021,2004,TV-14,71 min,Romance,A romance themed movie exploring unique stories.
s2360,TV Show,Title_1360,Anurag Kashyap,United Kingdom,12/21/2021,2019,TV-14,4 Seasons,Thriller,A thriller themed tv show exploring unique stories.
s2361,TV Show,Title_1361,Raj Kumar,Japan,4/14/2024,2024,PG-13,7 Seasons,Documentary,A documentary themed tv show exploring unique stories.
s2362,Movie,Title_1362,Sanjay Leela Bhansali,Japan,3/24/2015,2008,TV-MA,166 min,Romance,A romance themed movie exploring unique stories.
s2363,TV Show,Title_1363,Zoya Akhtar,India,6/8/2021,2020,TV-G,2 Seasons,Action,A action themed tv show exploring unique stories.
s2364,TV Show,Title_1364,Unknown,Canada,9/19/2015,2019,TV-14,2 Seasons,Comedy,A comedy themed tv show exploring unique stories.
s2365,TV Show,Title_1365,Zoya Akhtar,United Kingdom,2/22/2017,2006,TV-G,6 Seasons,Documentary,A documentary themed tv show exploring unique stories.
s2366,Movie,Title_1366,Anurag Kashyap,India,5/8/2018,2021,PG,136 min,Comedy,A comedy themed movie exploring unique stories.
s2367,TV Show,Title_1367,Sanjay Leela Bhansali,Canada,1/25/2024,2003,TV-G,5 Seasons,Drama,A drama themed tv show exploring unique stories.
s2368,Movie,Title_1368,Unknown,India,7/2/2017,2012,TV-MA,123 min,Romance,A romance themed movie exploring unique stories.
s2369,TV Show,Title_1369,Zoya Akhtar,South Korea,7/2/2022,2012,TV-MA,5 Seasons,Drama,A drama themed tv show exploring unique stories.
s2370,Movie,Title_1370,Raj Kumar,India,8/1/2017,2009,TV-G,164 min,Documentary,A documentary themed movie exploring unique stories.
s2371,Movie,Title_1371,Anurag Kashyap,Japan,6/23/2022,2017,R,107 min,Comedy,A comedy themed movie exploring unique stories.
s2372,TV Show,Title_1372,Sanjay Leela Bhansali,Canada,8/11/2018,2016,TV-14,2 Seasons,Comedy,A comedy themed tv show exploring unique stories.
s2373,TV Show,Title_1373,Anurag Kashyap,United Kingdom,3/16/2019,2019,R,4 Seasons,Romance,A romance themed tv show exploring unique stories.
s2374,Movie,Title_1374,Raj Kumar,United Kingdom,11/19/2016,2019,TV-G,120 min,Documentary,A documentary themed movie exploring unique stories.
s2375,Movie,Title_1375,Sanjay Leela Bhansali,Canada,9/9/2021,2012,TV-14,137 min,Action,A action themed movie exploring unique stories.
s2376,TV Show,Title_1376,Anurag Kashyap,Japan,11/8/2019,2016,PG-13,7 Seasons,Action,A action themed tv show exploring unique stories.
s2377,Movie,Title_1377,Christopher Nolan,United States,10/15/2023,2021,R,168 min,Romance,A romance themed movie exploring unique stories.
s2378,TV Show,Title_1378,Raj Kumar,India,4/18/2017,2003,R,8 Seasons,Documentary,A documentary themed tv show exploring unique stories.
s2379,TV Show,Title_1379,Raj Kumar,Japan,5/27/2017,2000,TV-G,8 Seasons,Romance,A romance themed tv show exploring unique stories.
s2380,TV Show,Title_1380,Raj Kumar,South Korea,11/10/2022,2000,PG,6 Seasons,Documentary,A documentary themed tv show exploring unique stories.
s2381,TV Show,Title_1381,Christopher Nolan,Canada,10/6/2023,2014,TV-G,2 Seasons,Drama,A drama themed tv show exploring unique stories.
s2382,Movie,Title_1382,Christopher Nolan,India,2/18/2015,2012,R,81 min,Romance,A romance themed movie exploring unique stories.
s2383,TV Show,Title_1383,Zoya Akhtar,United Kingdom,10/7/2022,2016,TV-14,4 Seasons,Documentary,A documentary themed tv show exploring unique stories.
s2384,Movie,Title_1384,Unknown,United States,10/20/2015,2023,PG,150 min,Action,A action themed movie exploring unique stories.
s2385,TV Show,Title_1385,Anurag Kashyap,South Korea,7/10/2019,2007,TV-G,8 Seasons,Documentary,A documentary themed tv show exploring unique stories.
s2386,Movie,Title_1386,Zoya Akhtar,United Kingdom,6/19/2016,2017,TV-G,93 min,Documentary,A documentary themed movie exploring unique stories.
s2387,TV Show,Title_1387,Anurag Kashyap,Canada,11/7/2015,2012,R,6 Seasons,Romance,A romance themed tv show exploring unique stories.
s2388,Movie,Title_1388,Unknown,India,6/20/2016,2022,R,110 min,Drama,A drama themed movie exploring unique stories.
s2389,Movie,Title_1389,Christopher Nolan,Canada,4/10/2020,2013,PG-13,153 min,Drama,A drama themed movie exploring unique stories.
s2390,TV Show,Title_1390,Unknown,India,5/10/2022,2007,TV-G,8 Seasons,Drama,A drama themed tv show exploring unique stories.
s2391,TV Show,Title_1391,Christopher Nolan,Japan,8/22/2015,2007,R,3 Seasons,Drama,A drama themed tv show exploring unique stories.
s2392,TV Show,Title_1392,Unknown,United States,5/17/2018,2014,TV-MA,8 Seasons,Thriller,A thriller themed tv show exploring unique stories.
s2393,TV Show,Title_1393,Zoya Akhtar,Japan,4/6/2022,2012,PG,8 Seasons,Romance,A romance themed tv show exploring unique stories.
s2394,Movie,Title_1394,Sanjay Leela Bhansali,Japan,11/11/2020,2006,TV-MA,179 min,Comedy,A comedy themed movie exploring unique stories.
s2395,TV Show,Title_1395,Zoya Akhtar,Canada,7/2/2021,2004,PG,6 Seasons,Romance,A romance themed tv show exploring unique stories.
s2396,Movie,Title_1396,Anurag Kashyap,United States,3/22/2021,2016,TV-G,90 min,Thriller,A thriller themed movie exploring unique stories.
s2397,Movie,Title_1397,Zoya Akhtar,India,8/24/2017,2024,PG-13,98 min,Drama,A drama themed movie exploring unique stories.
s2398,TV Show,Title_1398,Raj Kumar,India,6/8/2017,2015,R,8 Seasons,Thriller,A thriller themed tv show exploring unique stories.
s2399,Movie,Title_1399,Anurag Kashyap,South Korea,8/20/2020,2022,R,116 min,Action,A action themed movie exploring unique stories.
s2400,Movie,Title_1400,Unknown,United Kingdom,4/23/2024,2001,R,115 min,Action,A action themed movie exploring unique stories.
s2401,Movie,Title_1401,Anurag Kashyap,South Korea,6/11/2023,2021,TV-G,108 min,Romance,A romance themed movie exploring unique stories.
s2402,Movie,Title_1402,Sanjay Leela Bhansali,South Korea,2/4/2015,2017,PG,89 min,Romance,A romance themed movie exploring unique stories.
s2403,TV Show,Title_1403,Christopher Nolan,India,3/22/2016,2016,R,4 Seasons,Comedy,A comedy themed tv show exploring unique stories.
s2404,TV Show,Title_1404,Unknown,Canada,8/24/2024,2006,TV-MA,3 Seasons,Comedy,A comedy themed tv show exploring unique stories.
s2405,TV Show,Title_1405,Anurag Kashyap,Japan,10/30/2019,2012,R,4 Seasons,Action,A action themed tv show exploring unique stories.
s2406,TV Show,Title_1406,Unknown,Japan,1/5/2024,2017,TV-G,2 Seasons,Drama,A drama themed tv show exploring unique stories.
s2407,Movie,Title_1407,Unknown,Japan,10/24/2021,2013,PG-13,112 min,Thriller,A thriller themed movie exploring unique stories.
s2408,Movie,Title_1408,Unknown,United States,5/24/2022,2017,TV-MA,141 min,Comedy,A comedy themed movie exploring unique stories.
s2409,TV Show,Title_1409,Christopher Nolan,India,4/8/2019,2012,R,4 Seasons,Documentary,A documentary themed tv show exploring unique stories.
s2410,TV Show,Title_1410,Zoya Akhtar,Canada,8/17/2016,2010,R,8 Seasons,Comedy,A comedy themed tv show exploring unique stories.
s2411,TV Show,Title_1411,Unknown,United States,7/18/2020,2020,TV-14,5 Seasons,Drama,A drama themed tv show exploring unique stories.
s2412,Movie,Title_1412,Raj Kumar,United Kingdom,3/26/2021,2020,PG,130 min,Drama,A drama themed movie exploring unique stories.
s2413,TV Show,Title_1413,Sanjay Leela Bhansali,Canada,12/10/2015,2015,TV-MA,4 Seasons,Romance,A romance themed tv show exploring unique stories.
s2414,TV Show,Title_1414,Christopher Nolan,South Korea,1/8/2018,2022,TV-14,6 Seasons,Thriller,A thriller themed tv show exploring unique stories.
s2415,TV Show,Title_1415,Anurag Kashyap,Canada,5/17/2024,2016,PG-13,8 Seasons,Drama,A drama themed tv show exploring unique stories.
s2416,Movie,Title_1416,Christopher Nolan,Canada,11/20/2018,2007,PG,95 min,Comedy,A comedy themed movie exploring unique stories.
s2417,Movie,Title_1417,Anurag Kashyap,Japan,8/6/2018,2018,TV-MA,146 min,Comedy,A comedy themed movie exploring unique stories.
s2418,Movie,Title_1418,Christopher Nolan,Canada,1/18/2019,2019,R,177 min,Action,A action themed movie exploring unique stories.
s2419,Movie,Title_1419,Anurag Kashyap,South Korea,4/25/2023,2014,TV-MA,122 min,Drama,A drama themed movie exploring unique stories.
s2420,Movie,Title_1420,Unknown,South Korea,2/25/2018,2008,R,123 min,Documentary,A documentary themed movie exploring unique stories.
s2421,Movie,Title_1421,Zoya Akhtar,India,2/4/2023,2019,PG,72 min,Romance,A romance themed movie exploring unique stories.
s2422,Movie,Title_1422,Anurag Kashyap,Canada,11/23/2024,2009,R,151 min,Thriller,A thriller themed movie exploring unique stories.
s2423,Movie,Title_1423,Anurag Kashyap,Japan,4/5/2020,2011,PG-13,114 min,Documentary,A documentary themed movie exploring unique stories.
s2424,TV Show,Title_1424,Raj Kumar,Canada,10/14/2018,2020,TV-G,7 Seasons,Romance,A romance themed tv show exploring unique stories.
s2425,TV Show,Title_1425,Anurag Kashyap,United Kingdom,1/18/2022,2022,R,6 Seasons,Comedy,A comedy themed tv show exploring unique stories.
s2426,Movie,Title_1426,Raj Kumar,United Kingdom,4/7/2024,2019,PG-13,95 min,Documentary,A documentary themed movie exploring unique stories.
s2427,Movie,Title_1427,Sanjay Leela Bhansali,Japan,10/23/2020,2000,TV-G,69 min,Romance,A romance themed movie exploring unique stories.
s2428,TV Show,Title_1428,Unknown,India,4/19/2019,2024,PG,8 Seasons,Comedy,A comedy themed tv show exploring unique stories.
s2429,Movie,Title_1429,Raj Kumar,India,3/9/2020,2019,PG,69 min,Comedy,A comedy themed movie exploring unique stories.
s2430,Movie,Title_1430,Zoya Akhtar,South Korea,2/21/2021,2008,TV-MA,113 min,Comedy,A comedy themed movie exploring unique stories.
s2431,Movie,Title_1431,Unknown,South Korea,2/10/2020,2021,PG-13,90 min,Comedy,A comedy themed movie exploring unique stories.
s2432,TV Show,Title_1432,Raj Kumar,United States,1/29/2015,2014,PG-13,4 Seasons,Comedy,A comedy themed tv show exploring unique stories.
s2433,TV Show,Title_1433,Unknown,Japan,12/6/2016,2000,TV-14,4 Seasons,Action,A action themed tv show exploring unique stories.
s2434,TV Show,Title_1434,Unknown,Canada,10/17/2017,2011,TV-14,3 Seasons,Documentary,A documentary themed tv show exploring unique stories.
s2435,TV Show,Title_1435,Unknown,Japan,8/25/2020,2002,TV-G,5 Seasons,Romance,A romance themed tv show exploring unique stories.
s2436,TV Show,Title_1436,Sanjay Leela Bhansali,United States,12/17/2018,2010,TV-G,2 Seasons,Action,A action themed tv show exploring unique stories.
s2437,Movie,Title_1437,Zoya Akhtar,South Korea,10/23/2022,2001,TV-14,118 min,Action,A action themed movie exploring unique stories.
s2438,TV Show,Title_1438,Christopher Nolan,Japan,7/8/2024,2015,TV-G,2 Seasons,Drama,A drama themed tv show exploring unique stories.
s2439,Movie,Title_1439,Christopher Nolan,Japan,3/7/2023,2008,R,82 min,Drama,A drama themed movie exploring unique stories.
s2440,Movie,Title_1440,Raj Kumar,South Korea,7/18/2019,2014,TV-14,96 min,Drama,A drama themed movie exploring unique stories.
s2441,TV Show,Title_1441,Unknown,United States,11/11/2024,2011,PG-13,6 Seasons,Thriller,A thriller themed tv show exploring unique stories.
s2442,TV Show,Title_1442,Raj Kumar,South Korea,8/24/2017,2000,R,5 Seasons,Drama,A drama themed tv show exploring unique stories.
s2443,Movie,Title_1443,Sanjay Leela Bhansali,India,8/15/2023,2012,TV-G,172 min,Romance,A romance themed movie exploring unique stories.
s2444,Movie,Title_1444,Sanjay Leela Bhansali,Canada,3/26/2021,2013,PG,88 min,Action,A action themed movie exploring unique stories.
s2445,Movie,Title_1445,Anurag Kashyap,South Korea,3/29/2023,2024,TV-MA,178 min,Romance,A romance themed movie exploring unique stories.
s2446,TV Show,Title_1446,Sanjay Leela Bhansali,United States,3/22/2024,2024,TV-14,4 Seasons,Documentary,A documentary themed tv show exploring unique stories.
s2447,TV Show,Title_1447,Anurag Kashyap,United Kingdom,10/21/2024,2007,PG,4 Seasons,Drama,A drama themed tv show exploring unique stories.
s2448,TV Show,Title_1448,Zoya Akhtar,India,7/25/2022,2007,TV-G,6 Seasons,Thriller,A thriller themed tv show exploring unique stories.
s2449,TV Show,Title_1449,Raj Kumar,United Kingdom,4/20/2023,2011,PG-13,8 Seasons,Documentary,A documentary themed tv show exploring unique stories.
s2450,TV Show,Title_1450,Zoya Akhtar,South Korea,7/26/2016,2000,TV-MA,3 Seasons,Thriller,A thriller themed tv show exploring unique stories.
s2451,Movie,Title_1451,Sanjay Leela Bhansali,India,11/18/2024,2010,PG,81 min,Documentary,A documentary themed movie exploring unique stories.
s2452,TV Show,Title_1452,Zoya Akhtar,Canada,5/26/2019,2007,TV-MA,5 Seasons,Action,A action themed tv show exploring unique stories.
s2453,Movie,Title_1453,Zoya Akhtar,South Korea,9/6/2016,2009,TV-14,175 min,Romance,A romance themed movie exploring unique stories.
s2454,Movie,Title_1454,Zoya Akhtar,Canada,11/22/2015,2018,TV-G,170 min,Comedy,A comedy themed movie exploring unique stories.
s2455,Movie,Title_1455,Sanjay Leela Bhansali,Japan,5/27/2024,2010,PG-13,127 min,Romance,A romance themed movie exploring unique stories.
s2456,TV Show,Title_1456,Unknown,United Kingdom,1/1/2023,2006,TV-G,3 Seasons,Drama,A drama themed tv show exploring unique stories.
s2457,TV Show,Title_1457,Zoya Akhtar,India,12/25/2015,2010,TV-MA,2 Seasons,Comedy,A comedy themed tv show exploring unique stories.
s2458,TV Show,Title_1458,Anurag Kashyap,Canada,12/16/2019,2016,PG,7 Seasons,Thriller,A thriller themed tv show exploring unique stories.
s2459,Movie,Title_1459,Sanjay Leela Bhansali,United States,6/29/2021,2000,TV-14,129 min,Action,A action themed movie exploring unique stories.
s2460,Movie,Title_1460,Zoya Akhtar,Canada,9/18/2019,2020,TV-14,83 min,Action,A action themed movie exploring unique stories.
s2461,Movie,Title_1461,Unknown,United States,9/11/2018,2020,TV-G,143 min,Thriller,A thriller themed movie exploring unique stories.
s2462,Movie,Title_1462,Sanjay Leela Bhansali,South Korea,6/14/2015,2007,PG,66 min,Drama,A drama themed movie exploring unique stories.
s2463,Movie,Title_1463,Christopher Nolan,India,5/16/2019,2022,PG,156 min,Thriller,A thriller themed movie exploring unique stories.
